,id,title,combined_features
16,700,Octopussy,james bond is sent to investigate after a fellow “00” agent is found dead with a priceless farberge egg. james bond follows the mystery and uncovers a smuggling scandal and a russian general who wants to provoke a new world war. Adventure Action Thriller atomicbomb easternblock crocodile secretintelligenceservice kgb snakecharmer hotairballoon eastberlin britishsecretservice RogerMoore MaudAdams LouisJourdan KristinaWayborn KabirBedi StevenBerkoff DavidMeyer TonyMeyer DesmondLlewelyn RobertBrown LoisMaxwell MichaelaClavell WalterGotell VijayAmritraj AlbertMoses GeoffreyKeen DouglasWilmer AndyBradford PhilipVoss BruceBoa RichardLeParmentier PaulHardwick SuzanneJerome CherryGillespie DermotCrowley PeterPorteous EvaRueber-Staier JeremyBulloch TinaHudson WilliamDerrick StuartSaunders PatrickBarr GaborVernon HugoBower KenNorris TonyArjuna GertanKlauber BrendaCowling DavidGrahame BrianCoburn MichaelHalphie MaryStavin CarolynSeaward CaroleAshby CherylAnne Jani-Z JulieMartin JoniFlynn JulieBarth KathyDavies HeleneHunt GillianDeTerville SafiraAfzal LouiseKing TinaRobinson AlisonWorth JanineAndrews LyndaKnight SusanneDando TeresaDraddock KirstenHarrison ChristineCullers LisaJackman JaneAldridge ChristineGibson TracyLlewellyn RuthFlynn RobertoGermains RichardGraydon TheHassaniTroupe TheFlyingCherokees CarolRichter JosefRichter VeraFossett ShirleyFossett BarrieWinship RavinderSinghReyett GurdialSira MichaelMoor SvenSurtees PeterEdmund RayCharles TalibJohnny JohnGlen
17,19052,Light It Up,"on a winter day in a southside queens high school, events collide and six students are suddenly in an armed standoff with the nypd. at the school, classrooms freeze, teachers come and go, resources are scant. Drama Thriller UsherRaymond VanessaWilliams ForestWhitaker RosarioDawson RobertRi'chard JuddNelson FredroStarr SaraGilbert CliftonCollinsJr GlynnTurman VicPolizos CraigBolotin"
18,261,Cat on a Hot Tin Roof,"brick, an alcoholic ex-football player, drinks his days away and resists the affections of his wife, maggie. his reunion with his father, big daddy, who is dying of cancer, jogs a host of memories and revelations for both father and son. Drama Romance individual suicide southernusa adultery mississippi depression jealousy wifehusbandrelationship dyinganddeath alcoholic ElizabethTaylor PaulNewman BurlIves JudithAnderson JackCarson MadeleineSherwood VaughnTaylor LarryGates ZeldaCleaver BrianCorcoran Robert'Rusty'Stevens HughCorcoran RichardBrooks"
19,14353,Repo! The Genetic Opera,"a worldwide epidemic encourages a bio-tech company to launch an organ-financing program similar in nature to a standard car loan. the repossession clause is a killer, however. Horror Comedy Music ScienceFiction dystopia AlexaPenaVega PaulSorvino AnthonyStewartHead SarahBrightman ParisHilton BillMoseley NivekOgre TerranceZdunich SarahPower JessicaHorn BrankoLebar BriannaBuckmaster JoanJett DarrenLynnBousman"
20,74457,Redemption Road,a tennessee-set drama focused on an individual's spiritual redemption. Drama MichaelClarkeDuncan MorganSimpson KieleSanchez TarynManning LukePerry TomSkerritt LeePerkins MarioVanPeebles
21,12227,White Fang,jack london's classic adventure story about the friendship developed between a yukon gold hunter and the mixed dog-wolf he rescues from the hands of a man who mistreats him. Action Adventure Drama Family basedonnovel gold treasure coffin humananimalrelationship friendship alaska shootout dog prospector klondike yukon boydogrelationship goldminer KlausMariaBrandauer EthanHawke SeymourCassel SusanHogan JamesRemar BillMoseley ClintYoungreen PiusSavage AaronHotch CharlesJimmieSr. DickMackey SuzanneKent RandalKleiser
22,71688,The Iron Lady,"a look at the life of margaret thatcher, the former prime minister of the united kingdom, with a focus on the price she paid for power. History Drama capitalism primeminister argentina margaretthatcher britishoverseasterritory warpropaganda britishpolitics britishprimeminister femalepolitician falklandswar politicalleader femaleprimeminister rightwing falklands womandirector 1980s MerylStreep AnthonyStewartHead HarryLloyd JimBroadbent SusanBrown AlicedaCunha PhoebeWaller-Bridge IainGlen AlexandraRoach VictoriaBewick OliviaColman EloiseWebb SylvestraLeTouzel MichaelCulkin MichaelCochrane NicholasFarrell JohnSessions DavidWesthead JulianWadham RichardE.Grant RogerAllam StephenBoxer SimonChandler MichaelPennington AndrewHavill MatthewMarsh NicholasJones DavidRintoul PipTorrens MichaelMaloney RobertPortal PhyllidaLloyd"
23,10188,The Sisterhood of the Traveling Pants 2,"four young women continue the journey toward adulthood that began with ""the sisterhood of the traveling pants."" now three years later, these lifelong friends embark on separate paths for their first year of college and the summer beyond, but remain in touch by sharing their experiences with each other. Adventure Comedy Drama Family femalefriendship bestfriend summervacation womandirector youngadult AlexisBledel AmberTamblyn AmericaFerrera BlakeLively RachelNichols TomWisdom MichaelRady LeonardoNam RachelTicotin ShohrehAghdashloo BlytheDanner JesseWilliams LucyHale ErnieLively KyleMacLachlan CarlyRoseSonenclar CoryNichols MariaKonstadarou StevieRayDallimore ZacharoulaKlimatsaki RebekahAramini PaulCoughlan AlisonFolland AdrienneBailon KielyWilliams SanaaHamri"
24,9825,Lake Placid,"when a man is eaten alive by an unknown creature, the local game warden teams up with a paleontologist from new york to find the beast. add to the mix an eccentric philanthropist with a penchant for ""crocs"", and here we go! this quiet, remote lake is suddenly the focus of an intense search for a crocodile with a taste for live animals...and people! Horror Comedy Action ScienceFiction Thriller diving sheriff lake crocodile deputy paleontologist cow maine decapitation severedhead scientist remote tooth bearattack campfire severedtoe torsocutinhalf giantcrocodile crocodileattack animalhorror BillPullman BridgetFonda OliverPlatt BrendanGleeson BettyWhite DavidLewis TimDixon NatassiaMalthe MariskaHargitay MeredithSalenger JedRees RichardLeacock JakeT.Roberts WarrenTakeuchi TyOlsson AdamArkin SteveMiner SteveMiner"
25,10876,Quills,"a nobleman with a literary flair, the marquis de sade lives in a madhouse where a beautiful laundry maid smuggles his erotic stories to a printer, defying orders from the asylum's resident priest. the titillating passages whip all of france into a sexual frenzy, until a fiercely conservative doctor tries to put an end to the fun. Drama asylum frenchrevolution french smuggling maid GeoffreyRush KateWinslet JoaquinPhoenix MichaelCaine BillieWhitelaw PatrickMalahide AmeliaWarner JaneMenelaus StephenMoyer TonyPritchard MichaelJenn DannyBabington StephenMarcus ElizabethBerrington EdwardTudor-Pole RonCook RebeccaPalmer PhilipKaufman"
26,147767,Khiladi 786,the 8th installment in the khiladi series. Action Comedy AkshayKumar AsinThottumkal HimeshReshammiya MithunChakraborty RajBabbar JohnnyLever AshishR.Mohan
27,115210,Stitches,"the clumsy and unfunny clown richard ""stitches"" grindle entertains at the 10th birthday party of little tom, but the boy and his friends play a prank with stitches, tying his shoelaces. stitches slips, falls and dies. six years later, tom gives a birthday party for his friends at home, but stitches revives to haunt the teenagers and revenge his death. Horror slapstick teenangst slaughter darkcomedy supernaturalbeing killerclown revengekilling RossNoble TommyKnight Gemma-LeahDevereux JohnMcDonnell ConorMcMahon"
28,12244,9,"when 9 first comes to life, he finds himself in a post-apocalyptic world. all humans are gone, and it is only by chance that he discovers a small community of others like him taking refuge from fearsome machines that roam the earth intent on their extinction. despite being the neophyte of the group, 9 convinces the others that hiding will do them no good. Action Adventure Animation ScienceFiction Thriller manvsmachine hope post-apocalyptic dystopia friendship war steampunk coward endofworld ragdoll ChristopherPlummer MartinLandau JohnC.Reilly CrispinGlover JenniferConnelly FredTatasciore ElijahWood AlanOppenheimer TomKane HelenWilson ShaneAcker"
29,14877,September Dawn,"a story set against the mountain meadows massacre, the film is based upon the tragedy which occurred in utah in 1857. a group of settlers, traveling on wagons, was murdered by the native mormons. all together, about 140 souls of men, women and children, were taken. Drama Action History Western Romance JonVoight TamaraHope TrentFord LolitaDavidovich DeanCain TerenceStamp ShaunJohnston FranklinE.Levinson DanielLibman BarbaraGatesWilson HuntleyRitter JonGries TaylorHandley ChristopherCain"
30,10090,Reno 911!: Miami,a rag-tag team of reno cops are called in to save the day after a terrorist attack disrupts a national police convention in miami beach during spring break. based on the comedy central series. Action Adventure Comedy Crime sex terrorist beach nudity police parody attack shootout mockumentary explosion drug LennieLoftin DannyDeVito BenGarant CarlosAlazraqui MaryBirdsong NiecyNash WendiMcLendon-Covey CedricYarbrough DavidKoechner BrandonMolale AlejandraGutierrez PattonOswalt TobyHuss IanRoberts DaveHolmes KerriKenney-Silver ThomasLennon JoeLoTruglio IrinaVoronina KyleDunnigan PaulReubens PaulRudd KenMarino MichaelIanBlack MichaelShowalter MindySterling DwayneJohnson J.P.Manoux BenGarant
31,953,Madagascar,"zoo animals leave the comforts of man-made habitats for exotic adventure in this animated family film. after escaping from the zoo, four friends -- a lion, a hippo, a zebra and a giraffe -- are sent back to africa. when their ship capsizes, stranding them on madagascar, an island populated by crazy critters, the pals must adapt to jungle life and their new roles as wild animals. Family Animation lion hippopotamus giraffe penguin zebra BenStiller ChrisRock DavidSchwimmer JadaPinkettSmith SachaBaronCohen PacoLeón CedrictheEntertainer AndyRichter TomMcGrath ChristopherKnights ChrisMiller ConradVernon EricDarnell DavidCowgill ElisaGabrielli StephenApostolina DevikaParikh DavidP.Smith CodyCameron BobSaget JeffreyKatzenberg EricDarnell TomMcGrath"
32,2163,Breakdown,"when his suv breaks down on a remote southwestern road, jeff taylor lets his wife, amy, hitch a ride with a trucker to get help. when she doesn't return, jeff fixes his suv and tracks down the trucker -- who tells the police he's never seen amy. johnathan mostow's tense thriller then follows jeff's desperate search for his wife, which eventually uncovers a small town's murderous secret. Drama Action Thriller california bank ransom carbreakdown kidnapping donut highway barn vacation stranded deception murder suspense redneck diner extortion captive carchase desert moving trucker KurtRussell J.T.Walsh KathleenQuinlan M.C.Gainey JackNoseworthy RexLinn RitchBrinkley MoiraHarris KimRobillard ThomasKopache JackMcGee VincentBerry HelenDuffy AncelCook GeneHartline JonathanMostow"
33,787,Mr. & Mrs. Smith,"after five (or six) years of vanilla-wedded bliss, ordinary suburbanites john and jane smith are stuck in a huge rut. unbeknownst to each other, they are both coolly lethal, highly-paid assassins working for rival organisations. when they discover they're each other's next target, their secret lives collide in a spicy, explosive mix of wicked comedy, pent-up passion, nonstop action and high-tech weaponry. Action Comedy Drama Thriller bomb assassin secretidentity secret assaultrifle gun marriedcouple hitman decoy marriagecrisis marriage job dysfunctionalmarriage gunfight bulletwound AngelinaJolie BradPitt VinceVaughn AdamBrody KerryWashington KeithDavid ChrisWeitz RachaelHuntley MichelleMonaghan StephanieMarch JenniferMorrison TheresaBarrera PerreyReeves MelanieTolbert SamSabbah DougLiman"
34,26268,Harper,"harper is a cynical private eye in the best tradition of bogart. he even has bogie's baby hiring him to find her missing husband, getting involved along the way with an assortment of unsavory characters and an illegal-alien smuggling ring. Action Drama Thriller Crime Mystery privateeye lewharper PaulNewman LaurenBacall JulieHarris ArthurHill JanetLeigh PamelaTiffin RobertWagner RobertWebber ShelleyWinters HaroldGould RoyJenson StrotherMartin MartinWest JacquelinedeWit EugeneIglesias JackSmight"
35,17926,Undiscovered,a group of aspiring entertainers try to establish careers for themselves in the city of los angeles. Comedy Romance independentfilm aspiringsinger singer losangeles KipPardue CarrieFisher ShannynSossamon PellJames StevenStrait StephenMoyer AshleeSimpson FisherStevens PerreyReeves PeterWeller MelissaLawner CameronThor BrianSwibel EwanChung MannAlfonso MeiertAvis
36,27845,Trees Lounge,"tommy has lost his job, his love and his life. he lives in a small apartment above the trees lounge, a bar which he frequents along with a few other regulars without lives. he gets a job driving an ice cream truck and ends up getting involved with the seventeen-year-old niece of his ex-girlfriend. this gets him into serious trouble with her father. Comedy Drama bar alcoholism independentfilm drinking SteveBuscemi ChloëSevigny CarolKane MarkBooneJunior BronsonDudley AnthonyLaPaglia MichaelBuscemi ElizabethBracco RocketsRedglare SamuelL.Jackson BiancaHunter IoTillettWright EszterBalint SteveBuscemi"
37,6106,Salvador,a second rated journalist from the us tries his luck in el salvador during the military dictatorship in the 1980s. Drama civilwar dictator journalist guerrilla lossoflover revolution warcorrespondent civilrightsmovement picturejournalist elsalvador dictatorship JamesWoods JimBelushi MichaelMurphy JohnSavage TonyPlana ColbyChester CynthiaGibb WillMacMillan ValerieWildman JoséCarlosRuiz JorgeLuke JuanFernández RosarioZúñiga ElpidiaCarrillo SalvadorSánchez OliverStone
38,10315,Fantastic Mr. Fox,"the fantastic mr. fox bored with his current life, plans a heist against the three local farmers. the farmers, tired of sharing their chickens with the sly fox, seek revenge against him and his family. Adventure Animation Comedy Family fox tree peasant revenge cider tale farmlife GeorgeClooney MerylStreep JasonSchwartzman BillMurray WallaceWolodarsky EricChaseAnderson MichaelGambon WillemDafoe OwenWilson JarvisCocker WesAnderson KarenDuffy RobinHurlstone HugoGuinness HelenMcCrory RomanCoppola JumanMalouf JeremyDawson GarthJennings BrianCox TristanOliver JamesHamilton StevenM.Rales RobHersov JenniferFurches AllisonAbbate MollyCooper AdrienBrody MarioBatali MartinBallard WesAnderson"
39,512,Scoop,"an american journalism student in london scoops a big story, and begins an affair with an aristocrat as the incident unfurls. Comedy Mystery upperclass prostitute journalist drowning newspaper magic tarotcards magicshow lordship suspicionofmurder headline funeral investigation daughter musicinstrument afterlife swimmingpool murder wealth american unitedkingdom ScarlettJohansson HughJackman WoodyAllen IanMcShane KevinMcNally RomolaGarai CharlesDance FenellaWoolgar JulianGlover GeoffBell ChristopherFulford RobertBathurst NigelLindsay JohnSessions PaulaWilcox JohnStanding DoreenMantle DavidSchneider MeeraSyal TobyJones JimDunk CarolynBackhouse VictoriaHamilton SamFriend MarkHeap JodyHalse SanjeevBhaskar JohnLight ElizabethBerrington RupertFrazer ChristopherGodwin SuzyKewer MattDay AnthonyO'Donnell MoyaBrady RosieCavaliero LyndaBaron CarolineBlakiston PhilCornwell AlexanderArmstrong AnthonyStewartHead RichardJohnson MargaretTyzack JuliaDeakin TinaRath RobynKerr RichardStirling WoodyAllen"
40,48217,The Widow of Saint-Pierre,"in 1850, on the isolated french island of saint-pierre, a murder shocks the natives. two fishermen are arrested. one of them, louis ollivier, dies in custody. the other, neel auguste, is sentenced to death by the guillotine. the island is so small that it has neither a guillotine nor an executioner. while those are sent for auguste is placed under the supervision of army captain. Romance Drama france island fisherman love revenge murder execution 19thcentury DanielAuteuil EmirKusturica JulietteBinoche MichelDuchaussoy PhilippeMagnan ChristianCharmetant PhilippeduJanerand ReynaldBouchard GhyslainTremblay MarcBéland YvesJacques MauriceChevit CatherineLascault DominiqueQuesnel Anne-MariePhilipe SylvieMoreau PatriceLeconte"
41,534,Terminator Salvation,"all grown up in post-apocalyptic 2018, john connor must lead the resistance of humans against the increasingly dominating militaristic robots. but when marcus wright appears, his existence confuses the mission as connor tries to determine whether wright has come from the future or the past -- and whether he's friend or foe. Action ScienceFiction Thriller savingtheworld artificialintelligence prophecy sanfrancisco cyborg killerrobot gasstation post-apocalyptic dystopia army firearm wartime losangeles ChristianBale SamWorthington AntonYelchin MoonBloodgood BryceDallasHoward HelenaBonhamCarter Common RolandKickinger MichaelIronside JaneAlexander ChrisBrowning ChrisAshworth Jadagrace DavidMidthunder ArnoldSchwarzenegger McG"
42,1370,Rambo III,"combat has taken its toll on rambo, but he's finally begun to find inner peace in a monastery. when rambo's friend and mentor col. trautman asks for his help on a top secret mission to afghanistan, rambo declines but must reconsider when trautman is captured. Action Adventure Thriller War competition submachinegun sovietunion liberation russian soviettroops thailand freedomfighter afghanistan waronfreedom machinegun mujahid realityshow western japanesefood soapopera SylvesterStallone RichardCrenna KurtwoodSmith SpirosFocás SassonGabai DoudiShoua RandyRaney MarcusGilbert AlonAboutboul MahmoudAssadollahi JosephShiloach HaroldDiamond MattiSeri ShabyBen-Aroya MarcdeJonge TikvaAziz PeterMacDonald"
43,10724,Firefox,"the soviets have developed a revolutionary new jet fighter, called ""firefox"". naturally, the british are worried that the jet will be used as a first-strike weapon, as rumours say that the jet is indetectable on radar. they send ex-vietnam war pilot mitchell gant on a covert mission into the soviet union to steal firefox. ScienceFiction Action Adventure Thriller flying pilot kampfjet falseidentity assault suspense ClintEastwood FreddieJones DavidHuffman WarrenClarke RonaldLacey KennethColley KlausLöwitsch NigelHawthorne StefanSchnabel ThomasHill CliveMerrison KaiWulff DimitraArliss AustinWillis MichaelCurrie JamesStaley WardCostello AlanTilvern OliverCotton BernardBehrens RichardDerr WoodyEney BernardErhard HughFraser DavidGant JohnGrillo CzeslawGrocholski NeilHunt VincentJ.Isaac AlexeiJawdokimov WolfKahler EugeneLipinski CurtLowens LevMailer FritzManes DavidMeyers AlfredoMichelson ZenoNahayevsky GeorgeOrrison TonyPapenfuss OlivierPierre GrishaPlotkin GeorgePravda JohnRatzenberger AlexRodine LanceRosen GeneScherer WarwickSims MalcolmStorry ChrisWinfield JohnYates AlexanderZale RudolfWaldemarBrem LarryGuardino ClintEastwood"
44,31915,Prophecy,"a savage beast, grown to monstrous size and driven mad by toxic wastes that are poisoning the waters, spreads terror and death on a maine countryside. Horror ScienceFiction monster mutant toxic nativeamerican environmental animalhorror TaliaShire RobertFoxworth ArmandAssante RichardDysart VictoriaRacimo GeorgeClutesi TomMcFadden TomMcFadden BurkeByrnes MiaBendixsen JohnnyTimko EverettCreach JohnFrankenheimer"
